condition_id,task_family,coverage_job_index,selection_role
abs-candidate-0032437,debugging,5,coverage_random_validation
abs-candidate-0025920,debugging,0,coverage_random_validation
abs-candidate-0044793,bandit,1,coverage_random_validation
abs-candidate-0045523,solvability,2,coverage_random_validation
abs-candidate-0027510,bandit,3,coverage_random_validation
abs-candidate-0002756,effort,4,coverage_random_validation
abs-candidate-0027093,information_sampling,5,coverage_random_validation
abs-candidate-0040602,solvability,0,coverage_random_validation
abs-candidate-0033365,information_sampling,1,coverage_random_validation
abs-candidate-0003641,foraging,2,coverage_random_validation
abs-candidate-0042210,bandit,3,coverage_random_validation
abs-candidate-0045028,waiting,4,coverage_random_validation
abs-candidate-0050570,solvability,5,coverage_random_validation
abs-candidate-0039480,bandit,0,coverage_random_validation
abs-candidate-0021309,foraging,1,coverage_random_validation
abs-candidate-0026854,solvability,2,coverage_random_validation
abs-candidate-0028507,information_sampling,3,coverage_random_validation
abs-candidate-0051304,foraging,4,coverage_random_validation
abs-candidate-0011155,waiting,5,coverage_random_validation
abs-candidate-0018381,debugging,0,coverage_random_validation
abs-candidate-0003440,information_sampling,1,coverage_random_validation
abs-candidate-0030389,solvability,2,coverage_random_validation
abs-candidate-0026763,solvability,3,coverage_random_validation
abs-candidate-0003241,bandit,4,coverage_random_validation
abs-candidate-0013878,waiting,5,coverage_random_validation
abs-candidate-0008339,solvability,0,coverage_random_validation
abs-candidate-0026402,effort,1,coverage_random_validation
abs-candidate-0048605,waiting,2,coverage_random_validation
abs-candidate-0030655,solvability,3,coverage_random_validation
abs-candidate-0028746,waiting,4,coverage_random_validation
abs-candidate-0020737,information_sampling,5,coverage_random_validation
abs-candidate-0046703,debugging,0,coverage_random_validation
abs-candidate-0006962,waiting,1,coverage_random_validation
abs-candidate-0047965,foraging,2,coverage_random_validation
abs-candidate-0008202,effort,3,coverage_random_validation
abs-candidate-0031137,foraging,4,coverage_random_validation
abs-candidate-0010364,waiting,5,coverage_random_validation
abs-candidate-0015556,solvability,0,coverage_random_validation
abs-candidate-0005252,solvability,1,coverage_random_validation
abs-candidate-0017311,bandit,2,coverage_random_validation
abs-candidate-0007613,waiting,3,coverage_random_validation
abs-candidate-0033844,debugging,4,coverage_random_validation
abs-candidate-0044371,effort,5,coverage_random_validation
abs-candidate-0051914,solvability,0,coverage_random_validation
abs-candidate-0016372,debugging,1,coverage_random_validation
abs-candidate-0037677,information_sampling,2,coverage_random_validation
abs-candidate-0036231,debugging,3,coverage_random_validation
abs-candidate-0051629,waiting,4,coverage_random_validation
abs-candidate-0041120,solvability,5,coverage_random_validation
abs-candidate-0037771,debugging,0,coverage_random_validation
abs-candidate-0040079,waiting,1,coverage_random_validation
abs-candidate-0006376,debugging,2,coverage_random_validation
abs-candidate-0050220,solvability,3,coverage_random_validation
abs-candidate-0007735,bandit,4,coverage_random_validation
abs-candidate-0027862,solvability,5,coverage_random_validation
abs-candidate-0012571,debugging,0,coverage_random_validation
abs-candidate-0032633,debugging,1,coverage_random_validation
abs-candidate-0024827,effort,2,coverage_random_validation
abs-candidate-0030863,bandit,3,coverage_random_validation
abs-candidate-0047888,foraging,4,coverage_random_validation
abs-candidate-0047831,bandit,5,coverage_random_validation
abs-candidate-0030599,solvability,0,coverage_random_validation
abs-candidate-0016127,debugging,1,coverage_random_validation
abs-candidate-0019771,information_sampling,2,coverage_random_validation
abs-candidate-0009152,information_sampling,3,coverage_random_validation
abs-candidate-0035423,information_sampling,4,coverage_random_validation
abs-candidate-0047446,bandit,5,coverage_random_validation
abs-candidate-0047762,foraging,0,coverage_random_validation
abs-candidate-0009910,effort,1,coverage_random_validation
abs-candidate-0044243,information_sampling,2,coverage_random_validation
abs-candidate-0047624,information_sampling,3,coverage_random_validation
abs-candidate-0021856,solvability,4,coverage_random_validation
abs-candidate-0008213,solvability,5,coverage_random_validation
abs-candidate-0032275,effort,0,coverage_random_validation
abs-candidate-0041768,debugging,1,coverage_random_validation
abs-candidate-0036584,solvability,2,coverage_random_validation
abs-candidate-0009211,debugging,3,coverage_random_validation
abs-candidate-0044673,debugging,4,coverage_random_validation
abs-candidate-0042492,solvability,5,coverage_random_validation
abs-candidate-0047642,bandit,0,coverage_random_validation
abs-candidate-0029538,effort,1,coverage_random_validation
abs-candidate-0020138,debugging,2,coverage_random_validation
abs-candidate-0037441,effort,3,coverage_random_validation
abs-candidate-0033143,effort,4,coverage_random_validation
abs-candidate-0003092,effort,5,coverage_random_validation
abs-candidate-0051182,effort,0,coverage_random_validation
abs-candidate-0046942,bandit,1,coverage_random_validation
abs-candidate-0036748,effort,2,coverage_random_validation
abs-candidate-0011104,solvability,3,coverage_random_validation
abs-candidate-0023431,solvability,4,coverage_random_validation
abs-candidate-0006519,solvability,5,coverage_random_validation
abs-candidate-0029370,effort,0,coverage_random_validation
abs-candidate-0029039,information_sampling,1,coverage_random_validation
abs-candidate-0027733,debugging,2,coverage_random_validation
abs-candidate-0039947,effort,3,coverage_random_validation
abs-candidate-0017695,debugging,4,coverage_random_validation
abs-candidate-0047679,solvability,5,coverage_random_validation
abs-candidate-0028564,waiting,0,coverage_random_validation
abs-candidate-0041547,solvability,1,coverage_random_validation
abs-candidate-0009832,waiting,2,coverage_random_validation
abs-candidate-0043437,solvability,3,coverage_random_validation
abs-candidate-0050692,effort,4,coverage_random_validation
abs-candidate-0044416,foraging,5,coverage_random_validation
abs-candidate-0016370,waiting,0,coverage_random_validation
abs-candidate-0029499,foraging,1,coverage_random_validation
abs-candidate-0008643,effort,2,coverage_random_validation
abs-candidate-0052118,information_sampling,3,coverage_random_validation
abs-candidate-0035330,foraging,4,coverage_random_validation
abs-candidate-0043727,effort,5,coverage_random_validation
abs-candidate-0001721,debugging,0,coverage_random_validation
abs-candidate-0033500,effort,1,coverage_random_validation
abs-candidate-0050765,foraging,2,coverage_random_validation
abs-candidate-0001729,bandit,3,coverage_random_validation
abs-candidate-0049680,foraging,4,coverage_random_validation
abs-candidate-0029490,debugging,5,coverage_random_validation
abs-candidate-0017327,solvability,0,coverage_random_validation
abs-candidate-0017706,information_sampling,1,coverage_random_validation
abs-candidate-0019916,foraging,2,coverage_random_validation
abs-candidate-0007043,foraging,3,coverage_random_validation
abs-candidate-0049423,information_sampling,4,coverage_random_validation
abs-candidate-0029311,solvability,5,coverage_random_validation
abs-candidate-0007342,debugging,0,coverage_random_validation
abs-candidate-0002798,effort,1,coverage_random_validation
abs-candidate-0027162,solvability,2,coverage_random_validation
abs-candidate-0018525,information_sampling,3,coverage_random_validation
abs-candidate-0013213,waiting,4,coverage_random_validation
abs-candidate-0019612,effort,5,coverage_random_validation
abs-candidate-0037171,foraging,0,coverage_random_validation
abs-candidate-0016116,solvability,1,coverage_random_validation
abs-candidate-0029747,waiting,2,coverage_random_validation
abs-candidate-0040748,foraging,3,coverage_random_validation
abs-candidate-0038521,bandit,4,coverage_random_validation
abs-candidate-0024327,solvability,5,coverage_random_validation
abs-candidate-0031891,debugging,0,coverage_random_validation
abs-candidate-0048602,foraging,1,coverage_random_validation
abs-candidate-0028046,waiting,2,coverage_random_validation
abs-candidate-0014380,solvability,3,coverage_random_validation
abs-candidate-0040296,waiting,4,coverage_random_validation
abs-candidate-0009060,solvability,5,coverage_random_validation
abs-candidate-0050492,foraging,0,coverage_random_validation
abs-candidate-0041984,effort,1,coverage_random_validation
abs-candidate-0014395,information_sampling,2,coverage_random_validation
abs-candidate-0022793,foraging,3,coverage_random_validation
abs-candidate-0017241,bandit,4,coverage_random_validation
abs-candidate-0036373,foraging,5,coverage_random_validation
abs-candidate-0039834,waiting,0,coverage_random_validation
abs-candidate-0023275,bandit,1,coverage_random_validation
abs-candidate-0021341,effort,2,coverage_random_validation
abs-candidate-0004873,foraging,3,coverage_random_validation
abs-candidate-0019544,bandit,4,coverage_random_validation
abs-candidate-0026784,solvability,5,coverage_random_validation
abs-candidate-0022874,effort,0,coverage_random_validation
abs-candidate-0014563,information_sampling,1,coverage_random_validation
abs-candidate-0031527,debugging,2,coverage_random_validation
abs-candidate-0025387,effort,3,coverage_random_validation
abs-candidate-0037729,debugging,4,coverage_random_validation
abs-candidate-0027232,solvability,5,coverage_random_validation
abs-candidate-0015721,debugging,0,coverage_random_validation
abs-candidate-0039556,debugging,1,coverage_random_validation
abs-candidate-0036874,effort,2,coverage_random_validation
abs-candidate-0038446,solvability,3,coverage_random_validation
abs-candidate-0045954,debugging,4,coverage_random_validation
abs-candidate-0016288,debugging,5,coverage_random_validation
abs-candidate-0037160,waiting,0,coverage_random_validation
abs-candidate-0036070,debugging,1,coverage_random_validation
abs-candidate-0044928,solvability,2,coverage_random_validation
abs-candidate-0023256,solvability,3,coverage_random_validation
abs-candidate-0013101,waiting,4,coverage_random_validation
abs-candidate-0001196,debugging,5,coverage_random_validation
abs-candidate-0044004,solvability,0,coverage_random_validation
abs-candidate-0012058,waiting,1,coverage_random_validation
abs-candidate-0011405,solvability,2,coverage_random_validation
abs-candidate-0030738,foraging,3,coverage_random_validation
abs-candidate-0049013,debugging,4,coverage_random_validation
abs-candidate-0038682,bandit,5,coverage_random_validation
abs-candidate-0050731,solvability,0,coverage_random_validation
abs-candidate-0000621,effort,1,coverage_random_validation
abs-candidate-0020716,information_sampling,2,coverage_random_validation
abs-candidate-0021348,effort,3,coverage_random_validation
abs-candidate-0051850,foraging,4,coverage_random_validation
abs-candidate-0017702,debugging,5,coverage_random_validation
abs-candidate-0016746,solvability,0,coverage_random_validation
abs-candidate-0007322,bandit,1,coverage_random_validation
abs-candidate-0035236,effort,2,coverage_random_validation
abs-candidate-0006164,waiting,3,coverage_random_validation
abs-candidate-0016661,foraging,4,coverage_random_validation
abs-candidate-0034296,information_sampling,5,coverage_random_validation
abs-candidate-0023839,waiting,0,coverage_random_validation
abs-candidate-0016093,bandit,1,coverage_random_validation
abs-candidate-0026149,waiting,2,coverage_random_validation
abs-candidate-0016104,waiting,3,coverage_random_validation
abs-candidate-0044700,effort,4,coverage_random_validation
abs-candidate-0018150,debugging,5,coverage_random_validation
abs-candidate-0026190,information_sampling,0,coverage_random_validation
abs-candidate-0022012,waiting,1,coverage_random_validation
abs-candidate-0002611,bandit,2,coverage_random_validation
abs-candidate-0024073,bandit,3,coverage_random_validation
abs-candidate-0028642,effort,4,coverage_random_validation
abs-candidate-0012500,effort,5,coverage_random_validation
abs-candidate-0048661,waiting,0,coverage_random_validation
abs-candidate-0037359,bandit,1,coverage_random_validation
abs-candidate-0015763,debugging,2,coverage_random_validation
abs-candidate-0047925,information_sampling,3,coverage_random_validation
abs-candidate-0027891,information_sampling,4,coverage_random_validation
abs-candidate-0032619,debugging,5,coverage_random_validation
abs-candidate-0049158,waiting,0,coverage_random_validation
abs-candidate-0004986,solvability,1,coverage_random_validation
abs-candidate-0024689,bandit,2,coverage_random_validation
abs-candidate-0003330,effort,3,coverage_random_validation
abs-candidate-0028604,solvability,4,coverage_random_validation
abs-candidate-0032539,information_sampling,5,coverage_random_validation
abs-candidate-0038921,foraging,0,coverage_random_validation
abs-candidate-0007801,information_sampling,1,coverage_random_validation
abs-candidate-0010993,information_sampling,2,coverage_random_validation
abs-candidate-0023680,debugging,3,coverage_random_validation
abs-candidate-0039702,effort,4,coverage_random_validation
abs-candidate-0009112,effort,5,coverage_random_validation
abs-candidate-0043650,effort,0,coverage_random_validation
abs-candidate-0048690,effort,1,coverage_random_validation
abs-candidate-0038359,debugging,2,coverage_random_validation
abs-candidate-0048369,debugging,3,coverage_random_validation
abs-candidate-0021068,effort,4,coverage_random_validation
abs-candidate-0012521,effort,5,coverage_random_validation
abs-candidate-0049649,effort,0,coverage_random_validation
abs-candidate-0045799,effort,1,coverage_random_validation
abs-candidate-0009413,effort,2,coverage_random_validation
abs-candidate-0043259,debugging,3,coverage_random_validation
abs-candidate-0021717,information_sampling,4,coverage_random_validation
abs-candidate-0007892,information_sampling,5,coverage_random_validation
abs-candidate-0017558,solvability,0,coverage_random_validation
abs-candidate-0020234,waiting,1,coverage_random_validation
abs-candidate-0012731,effort,2,coverage_random_validation
abs-candidate-0028854,bandit,3,coverage_random_validation
abs-candidate-0011567,information_sampling,4,coverage_random_validation
abs-candidate-0031303,debugging,5,coverage_random_validation
abs-candidate-0040351,information_sampling,0,coverage_random_validation
abs-candidate-0032446,foraging,1,coverage_random_validation
abs-candidate-0051330,debugging,2,coverage_random_validation
abs-candidate-0011112,information_sampling,3,coverage_random_validation
abs-candidate-0018335,solvability,4,coverage_random_validation
abs-candidate-0009118,waiting,5,coverage_random_validation
abs-candidate-0020755,bandit,0,coverage_random_validation
abs-candidate-0009511,effort,1,coverage_random_validation
abs-candidate-0039364,information_sampling,2,coverage_random_validation
abs-candidate-0044722,debugging,3,coverage_random_validation
abs-candidate-0045604,debugging,4,coverage_random_validation
abs-candidate-0020118,bandit,5,coverage_random_validation
abs-candidate-0013560,foraging,0,coverage_random_validation
abs-candidate-0012663,bandit,1,coverage_random_validation
abs-candidate-0032888,solvability,2,coverage_random_validation
abs-candidate-0003401,debugging,3,coverage_random_validation
abs-candidate-0010592,foraging,4,coverage_random_validation
abs-candidate-0012299,bandit,5,coverage_random_validation
abs-candidate-0042899,information_sampling,0,coverage_random_validation
abs-candidate-0041057,solvability,1,coverage_random_validation
abs-candidate-0040372,information_sampling,2,coverage_random_validation
abs-candidate-0000701,foraging,3,coverage_random_validation
abs-candidate-0016785,debugging,4,coverage_random_validation
abs-candidate-0040242,debugging,5,coverage_random_validation
abs-candidate-0047229,bandit,0,coverage_random_validation
abs-candidate-0007690,waiting,1,coverage_random_validation
abs-candidate-0027692,bandit,2,coverage_random_validation
abs-candidate-0032288,waiting,3,coverage_random_validation
abs-candidate-0034288,solvability,4,coverage_random_validation
abs-candidate-0051461,waiting,5,coverage_random_validation
abs-candidate-0033659,information_sampling,0,coverage_random_validation
abs-candidate-0027951,bandit,1,coverage_random_validation
abs-candidate-0043780,solvability,2,coverage_random_validation
abs-candidate-0029426,effort,3,coverage_random_validation
abs-candidate-0050534,foraging,4,coverage_random_validation
abs-candidate-0015436,foraging,5,coverage_random_validation
abs-candidate-0013316,solvability,0,coverage_random_validation
abs-candidate-0031562,debugging,1,coverage_random_validation
abs-candidate-0011640,debugging,2,coverage_random_validation
abs-candidate-0015523,waiting,3,coverage_random_validation
abs-candidate-0039863,effort,4,coverage_random_validation
abs-candidate-0012704,debugging,5,coverage_random_validation
abs-candidate-0009550,solvability,0,coverage_random_validation
abs-candidate-0038881,information_sampling,1,coverage_random_validation
abs-candidate-0042976,information_sampling,2,coverage_random_validation
abs-candidate-0051169,debugging,3,coverage_random_validation
abs-candidate-0047856,waiting,4,coverage_random_validation
abs-candidate-0038631,effort,5,coverage_random_validation
abs-candidate-0026243,bandit,0,coverage_random_validation
abs-candidate-0015282,foraging,1,coverage_random_validation
abs-candidate-0018635,foraging,2,coverage_random_validation
abs-candidate-0013103,debugging,3,coverage_random_validation
abs-candidate-0050228,information_sampling,4,coverage_random_validation
abs-candidate-0048957,debugging,5,coverage_random_validation
abs-candidate-0028283,information_sampling,0,coverage_random_validation
abs-candidate-0049220,information_sampling,1,coverage_random_validation
abs-candidate-0007955,information_sampling,2,coverage_random_validation
abs-candidate-0043052,solvability,3,coverage_random_validation
abs-candidate-0044702,bandit,4,coverage_random_validation
abs-candidate-0047250,bandit,5,coverage_random_validation
abs-candidate-0029716,foraging,0,coverage_random_validation
abs-candidate-0007200,waiting,1,coverage_random_validation
abs-candidate-0012115,effort,2,coverage_random_validation
abs-candidate-0029225,bandit,3,coverage_random_validation
abs-candidate-0046919,effort,4,coverage_random_validation
abs-candidate-0045053,foraging,5,coverage_random_validation
abs-candidate-0007920,information_sampling,0,coverage_random_validation
abs-candidate-0041273,foraging,1,coverage_random_validation
abs-candidate-0027949,effort,2,coverage_random_validation
abs-candidate-0007366,solvability,3,coverage_random_validation
abs-candidate-0003081,foraging,4,coverage_random_validation
abs-candidate-0001583,foraging,5,coverage_random_validation
abs-candidate-0009732,solvability,0,coverage_random_validation
abs-candidate-0050040,waiting,1,coverage_random_validation
abs-candidate-0020436,information_sampling,2,coverage_random_validation
abs-candidate-0045051,debugging,3,coverage_random_validation
abs-candidate-0022640,solvability,4,coverage_random_validation
abs-candidate-0008178,solvability,5,coverage_random_validation
abs-candidate-0043339,solvability,0,coverage_random_validation
abs-candidate-0015560,debugging,1,coverage_random_validation
abs-candidate-0026984,debugging,2,coverage_random_validation
abs-candidate-0031538,information_sampling,3,coverage_random_validation
abs-candidate-0050537,waiting,4,coverage_random_validation
abs-candidate-0050832,effort,5,coverage_random_validation
abs-candidate-0051483,effort,0,coverage_random_validation
abs-candidate-0035782,effort,1,coverage_random_validation
abs-candidate-0020285,debugging,2,coverage_random_validation
abs-candidate-0042259,bandit,3,coverage_random_validation
abs-candidate-0020846,bandit,4,coverage_random_validation
abs-candidate-0032018,bandit,5,coverage_random_validation
abs-candidate-0015050,bandit,0,coverage_random_validation
abs-candidate-0006076,bandit,1,coverage_random_validation
abs-candidate-0047612,effort,2,coverage_random_validation
abs-candidate-0048988,solvability,3,coverage_random_validation
abs-candidate-0027769,bandit,4,coverage_random_validation
abs-candidate-0022898,foraging,5,coverage_random_validation
abs-candidate-0010250,solvability,0,coverage_random_validation
abs-candidate-0016066,foraging,1,coverage_random_validation
abs-candidate-0033547,information_sampling,2,coverage_random_validation
abs-candidate-0045289,debugging,3,coverage_random_validation
abs-candidate-0035443,solvability,4,coverage_random_validation
abs-candidate-0034889,foraging,5,coverage_random_validation
abs-candidate-0051292,information_sampling,0,coverage_random_validation
abs-candidate-0032423,debugging,1,coverage_random_validation
abs-candidate-0023127,debugging,2,coverage_random_validation
abs-candidate-0017734,information_sampling,3,coverage_random_validation
abs-candidate-0050041,effort,4,coverage_random_validation
abs-candidate-0013774,effort,5,coverage_random_validation
abs-candidate-0038937,information_sampling,0,coverage_random_validation
abs-candidate-0021038,information_sampling,1,coverage_random_validation
abs-candidate-0010603,effort,2,coverage_random_validation
abs-candidate-0030117,information_sampling,3,coverage_random_validation
abs-candidate-0039357,information_sampling,4,coverage_random_validation
abs-candidate-0013055,bandit,5,coverage_random_validation
abs-candidate-0047167,foraging,0,coverage_random_validation
abs-candidate-0050382,information_sampling,1,coverage_random_validation
abs-candidate-0034503,bandit,2,coverage_random_validation
abs-candidate-0044945,effort,3,coverage_random_validation
abs-candidate-0045888,information_sampling,4,coverage_random_validation
abs-candidate-0009089,information_sampling,5,coverage_random_validation
abs-candidate-0032599,bandit,0,coverage_random_validation
abs-candidate-0000364,bandit,1,coverage_random_validation
abs-candidate-0049346,information_sampling,2,coverage_random_validation
abs-candidate-0018976,debugging,3,coverage_random_validation
abs-candidate-0001058,foraging,4,coverage_random_validation
abs-candidate-0004384,solvability,5,coverage_random_validation
abs-candidate-0026029,information_sampling,0,coverage_random_validation
abs-candidate-0016669,solvability,1,coverage_random_validation
abs-candidate-0033435,information_sampling,2,coverage_random_validation
abs-candidate-0032282,effort,3,coverage_random_validation
abs-candidate-0038635,solvability,4,coverage_random_validation
abs-candidate-0045044,debugging,5,coverage_random_validation
abs-candidate-0045832,information_sampling,0,coverage_random_validation
abs-candidate-0023172,solvability,1,coverage_random_validation
abs-candidate-0026994,solvability,2,coverage_random_validation
abs-candidate-0032462,information_sampling,3,coverage_random_validation
abs-candidate-0010382,foraging,4,coverage_random_validation
abs-candidate-0006797,bandit,5,coverage_random_validation
abs-candidate-0005182,solvability,0,coverage_random_validation
abs-candidate-0009319,solvability,1,coverage_random_validation
abs-candidate-0012862,information_sampling,2,coverage_random_validation
abs-candidate-0050453,waiting,3,coverage_random_validation
abs-candidate-0003937,information_sampling,4,coverage_random_validation
abs-candidate-0013827,solvability,5,coverage_random_validation
abs-candidate-0045852,solvability,0,coverage_random_validation
abs-candidate-0009100,bandit,1,coverage_random_validation
abs-candidate-0030616,effort,2,coverage_random_validation
abs-candidate-0025540,waiting,3,coverage_random_validation
abs-candidate-0017871,bandit,4,coverage_random_validation
abs-candidate-0037411,information_sampling,5,coverage_random_validation
abs-candidate-0006814,information_sampling,0,coverage_random_validation
abs-candidate-0029891,foraging,1,coverage_random_validation
abs-candidate-0004776,solvability,2,coverage_random_validation
abs-candidate-0043034,effort,3,coverage_random_validation
abs-candidate-0044847,effort,4,coverage_random_validation
abs-candidate-0007773,information_sampling,5,coverage_random_validation
abs-candidate-0007129,information_sampling,0,coverage_random_validation
abs-candidate-0009493,foraging,1,coverage_random_validation
abs-candidate-0014813,foraging,2,coverage_random_validation
abs-candidate-0047723,waiting,3,coverage_random_validation
abs-candidate-0033369,bandit,4,coverage_random_validation
abs-candidate-0011719,foraging,5,coverage_random_validation
abs-candidate-0024124,solvability,0,coverage_random_validation
abs-candidate-0022197,bandit,1,coverage_random_validation
abs-candidate-0045210,waiting,2,coverage_random_validation
abs-candidate-0012962,effort,3,coverage_random_validation
abs-candidate-0020960,solvability,4,coverage_random_validation
abs-candidate-0023459,solvability,5,coverage_random_validation
abs-candidate-0034893,effort,0,coverage_random_validation
abs-candidate-0004052,debugging,1,coverage_random_validation
abs-candidate-0004574,information_sampling,2,coverage_random_validation
abs-candidate-0037582,debugging,3,coverage_random_validation
abs-candidate-0011503,solvability,4,coverage_random_validation
abs-candidate-0051343,effort,5,coverage_random_validation
abs-candidate-0031804,information_sampling,0,coverage_random_validation
abs-candidate-0018551,foraging,1,coverage_random_validation
abs-candidate-0018056,information_sampling,2,coverage_random_validation
abs-candidate-0021323,foraging,3,coverage_random_validation
abs-candidate-0020148,solvability,4,coverage_random_validation
abs-candidate-0006359,information_sampling,5,coverage_random_validation
abs-candidate-0040396,debugging,0,coverage_random_validation
abs-candidate-0010903,waiting,1,coverage_random_validation
abs-candidate-0022809,information_sampling,2,coverage_random_validation
abs-candidate-0010071,effort,3,coverage_random_validation
abs-candidate-0045252,waiting,4,coverage_random_validation
abs-candidate-0016813,debugging,5,coverage_random_validation
abs-candidate-0010167,information_sampling,0,coverage_random_validation
abs-candidate-0047506,waiting,1,coverage_random_validation
abs-candidate-0006170,information_sampling,2,coverage_random_validation
abs-candidate-0037964,information_sampling,3,coverage_random_validation
abs-candidate-0052221,foraging,4,coverage_random_validation
abs-candidate-0034207,effort,5,coverage_random_validation
abs-candidate-0033313,bandit,0,coverage_random_validation
abs-candidate-0028304,information_sampling,1,coverage_random_validation
abs-candidate-0034694,solvability,2,coverage_random_validation
abs-candidate-0028647,information_sampling,3,coverage_random_validation
abs-candidate-0001103,waiting,4,coverage_random_validation
abs-candidate-0008638,bandit,5,coverage_random_validation
abs-candidate-0038755,information_sampling,0,coverage_random_validation
abs-candidate-0003114,debugging,1,coverage_random_validation
abs-candidate-0037845,information_sampling,2,coverage_random_validation
abs-candidate-0017884,debugging,3,coverage_random_validation
abs-candidate-0009090,waiting,4,coverage_random_validation
abs-candidate-0000869,foraging,5,coverage_random_validation
abs-candidate-0003870,debugging,0,coverage_random_validation
abs-candidate-0048066,waiting,1,coverage_random_validation
abs-candidate-0024728,waiting,2,coverage_random_validation
abs-candidate-0051178,foraging,3,coverage_random_validation
abs-candidate-0020473,effort,4,coverage_random_validation
abs-candidate-0028151,waiting,5,coverage_random_validation
abs-candidate-0010891,debugging,0,coverage_random_validation
abs-candidate-0023707,effort,1,coverage_random_validation
abs-candidate-0001322,debugging,2,coverage_random_validation
abs-candidate-0052095,foraging,3,coverage_random_validation
abs-candidate-0016603,debugging,4,coverage_random_validation
abs-candidate-0011346,debugging,5,coverage_random_validation
abs-candidate-0024041,information_sampling,0,coverage_random_validation
abs-candidate-0004967,waiting,1,coverage_random_validation
abs-candidate-0001467,waiting,2,coverage_random_validation
abs-candidate-0000837,waiting,3,coverage_random_validation
abs-candidate-0024870,debugging,4,coverage_random_validation
abs-candidate-0035262,information_sampling,5,coverage_random_validation
abs-candidate-0038608,information_sampling,0,coverage_random_validation
abs-candidate-0043797,effort,1,coverage_random_validation
abs-candidate-0017675,bandit,2,coverage_random_validation
abs-candidate-0029117,waiting,3,coverage_random_validation
abs-candidate-0018999,foraging,4,coverage_random_validation
abs-candidate-0026903,solvability,5,coverage_random_validation
abs-candidate-0034086,information_sampling,0,coverage_random_validation
abs-candidate-0013654,waiting,1,coverage_random_validation
abs-candidate-0006392,foraging,2,coverage_random_validation
abs-candidate-0048158,effort,3,coverage_random_validation
abs-candidate-0046323,waiting,4,coverage_random_validation
abs-candidate-0019971,bandit,5,coverage_random_validation
abs-candidate-0001768,waiting,0,coverage_random_validation
abs-candidate-0032009,effort,1,coverage_random_validation
abs-candidate-0022430,solvability,2,coverage_random_validation
abs-candidate-0013152,debugging,3,coverage_random_validation
abs-candidate-0029456,bandit,4,coverage_random_validation
abs-candidate-0007712,effort,5,coverage_random_validation
abs-candidate-0004397,foraging,0,coverage_random_validation
abs-candidate-0002237,waiting,1,coverage_random_validation
abs-candidate-0015142,foraging,2,coverage_random_validation
abs-candidate-0019338,waiting,3,coverage_random_validation
abs-candidate-0022107,foraging,4,coverage_random_validation
abs-candidate-0038956,foraging,5,coverage_random_validation
abs-candidate-0025764,waiting,0,coverage_random_validation
abs-candidate-0052353,bandit,1,coverage_random_validation
abs-candidate-0049310,solvability,2,coverage_random_validation
abs-candidate-0010899,bandit,3,coverage_random_validation
abs-candidate-0029483,debugging,4,coverage_random_validation
abs-candidate-0032963,bandit,5,coverage_random_validation
abs-candidate-0001200,information_sampling,0,coverage_random_validation
abs-candidate-0047628,bandit,1,coverage_random_validation
abs-candidate-0007065,solvability,2,coverage_random_validation
abs-candidate-0040119,solvability,3,coverage_random_validation
abs-candidate-0046356,solvability,4,coverage_random_validation
abs-candidate-0001487,information_sampling,5,coverage_random_validation
abs-candidate-0023559,waiting,0,coverage_random_validation
abs-candidate-0041439,debugging,1,coverage_random_validation
abs-candidate-0045163,debugging,2,coverage_random_validation
abs-candidate-0030749,effort,3,coverage_random_validation
abs-candidate-0009623,effort,4,coverage_random_validation
abs-candidate-0035970,waiting,5,coverage_random_validation
abs-candidate-0035863,solvability,0,coverage_random_validation
abs-candidate-0024004,foraging,1,coverage_random_validation
abs-candidate-0047734,foraging,2,coverage_random_validation
abs-candidate-0004312,bandit,3,coverage_random_validation
abs-candidate-0025839,solvability,4,coverage_random_validation
abs-candidate-0006456,solvability,5,coverage_random_validation
abs-candidate-0005640,effort,0,coverage_random_validation
abs-candidate-0028109,waiting,1,coverage_random_validation
abs-candidate-0024136,bandit,2,coverage_random_validation
abs-candidate-0049587,debugging,3,coverage_random_validation
abs-candidate-0034433,bandit,4,coverage_random_validation
abs-candidate-0038307,information_sampling,5,coverage_random_validation
abs-candidate-0014242,waiting,0,coverage_random_validation
abs-candidate-0023596,debugging,1,coverage_random_validation
abs-candidate-0033111,foraging,2,coverage_random_validation
abs-candidate-0027741,bandit,3,coverage_random_validation
abs-candidate-0019079,waiting,4,coverage_random_validation
abs-candidate-0052357,waiting,5,coverage_random_validation
abs-candidate-0050035,debugging,0,coverage_random_validation
abs-candidate-0051102,solvability,1,coverage_random_validation
abs-candidate-0044409,foraging,2,coverage_random_validation
abs-candidate-0047027,foraging,3,coverage_random_validation
abs-candidate-0001108,solvability,4,coverage_random_validation
abs-candidate-0037081,solvability,5,coverage_random_validation
abs-candidate-0040369,bandit,0,coverage_random_validation
abs-candidate-0049516,effort,1,coverage_random_validation
abs-candidate-0012090,foraging,2,coverage_random_validation
abs-candidate-0005289,waiting,3,coverage_random_validation
abs-candidate-0046445,bandit,4,coverage_random_validation
abs-candidate-0036172,information_sampling,5,coverage_random_validation
abs-candidate-0015714,debugging,0,coverage_random_validation
abs-candidate-0036802,information_sampling,1,coverage_random_validation
abs-candidate-0024662,foraging,2,coverage_random_validation
abs-candidate-0004456,waiting,3,coverage_random_validation
